text,weather_intent,action,aggregation,location,time
Is it raining right now in Dublin?,RAIN,GET,RAW,"[""Dublin""]","[""right now""]"
peak how clouddy in geusrum,CLOUD_COVER,GET,MAX,"[""geusrum""]",[]
"Between Khanuwai and Mamsha Patti, which one looks betetr for direction wind 2day?",WIND_DIRECTION,COMPARE,RAW,"[""Khanuwai"", ""Mamsha Patti""]","[""2day""]"
ping me the cldest tonight,TEMPERATURE_MIN,ALERT,RAW,[],"[""tonight""]"
Any idea what the maximmum in Badhiadih at 7 pm,TEMPERATURE_MAX,GET,RAW,"[""Badhiadih""]","[""7 pm""]"
What kind of daily forecast should i expect in Pura Ruhcai Prayagraj Uttarpradesh by 7:20 am?,FORECAST,GET,RAW,"[""Pura Ruhcai Prayagraj Uttarpradesh""]","[""7:20 am""]"
notify me about the dew point temperature in chak daulat on friday,DEW_POINT,ALERT,RAW,"[""chak daulat""]","[""friday""]"
Give me a heasd up about the weather situation in Inglish Timapur Khagaria by 2 AM,CURRENT_CONDITIONS,ALERT,RAW,"[""Inglish Timapur Khagaria""]","[""2 AM""]"
"Reminder for rain amount Budhel, Gujarat 2day",RAIN,ALERT,RAW,"[""Budhel, Gujarat""]","[""2day""]"
"Which has higher rain amount, Kulattur or Chhailai Jagir Ashoknagar nxt week",RAIN,COMPARE,RAW,"[""Kulattur"", ""Chhailai Jagir Ashoknagar""]","[""nxt week""]"
notify me about the dew temperatre in sarsand later today,DEW_POINT,ALERT,RAW,"[""sarsand""]","[""later today""]"
bro burkina faso versus odha wind force this week,WIND_SPEED,COMPARE,RAW,"[""burkina faso"", ""odha""]","[""this week""]"
Total crrent temp Nadri Kalol,TEMPERATURE,GET,SUM,"[""Nadri Kalol""]",[]
i want to be told if the soil moisture 10cm turrns bad in biralgaon talla,SOIL_MOISTURE,ALERT,RAW,"[""biralgaon talla""]",[]
Could you check the direction wind near by tmrw,WIND_DIRECTION,GET,RAW,"[""near by""]","[""tmrw""]"
Any idea about the current conditions Bhawani Khera Fatehabad,CURRENT_CONDITIONS,GET,RAW,"[""Bhawani Khera Fatehabad""]",[]
Need current temp for Snghali early morning,TEMPERATURE,GET,RAW,"[""Snghali""]","[""early morning""]"
show me the currrent conditions in budhel this evening,CURRENT_CONDITIONS,GET,RAW,"[""budhel""]","[""this evening""]"
"check dewpoint majurnach, kathikund, dumka today",DEW_POINT,GET,RAW,"[""majurnach, kathikund, dumka""]","[""today""]"
"Habaspur, Danapur ka cloud percent now",CLOUD_COVER,GET,RAW,"[""Habaspur, Danapur""]","[""now""]"
Can you keep an eye on the soil heat in Doddahejjaji Bengaluru Rural tommorow?,SOIL_TEMPERATURE,ALERT,RAW,"[""Doddahejjaji Bengaluru Rural""]","[""tommorow""]"
Tell me if anytthing happens with the relative moisture in Assam India this weekend,HUMIDITY,ALERT,RAW,"[""Assam India""]","[""this weekend""]"
Flag the cloud cover percentage near by tonight,CLOUD_COVER,ALERT,RAW,"[""near by""]","[""tonight""]"
How low will the temperature drop in Rajahmundry tomorrow morning?,TEMPERATURE_MIN,GET,RAW,"[""Rajahmundry""]","[""tomorrow morning""]"
Compre solar exposure in Bhokraha vs Charadih tomorrow evening,SUNSHINE,COMPARE,RAW,"[""Bhokraha"", ""Charadih""]","[""tomorrow evening""]"
Put the sunshien in this area agaiist Thinghat at 5 PM,SUNSHINE,COMPARE,RAW,"[""this area"", ""Thinghat""]","[""5 PM""]"
Lowest teperature,TEMPERATURE_MIN,GET,RAW,[],[]
How does the soil water content in Karori compare with Kiribera next month?,SOIL_MOISTURE,COMPARE,RAW,"[""Karori"", ""Kiribera""]","[""next month""]"
auranga bad or mahadih better wind speed tomorrow morning?,WIND_SPEED,COMPARE,RAW,"[""auranga bad"", ""mahadih""]","[""tomorrow morning""]"
Compare the sunny hours around here with Bilarua this afternoon,SUNSHINE,COMPARE,RAW,"[""here"", ""Bilarua""]","[""this afternoon""]"
set an alert for highest temp in gowdanahalli tumakuru karnataka,TEMPERATURE_MAX,ALERT,RAW,"[""gowdanahalli tumakuru karnataka""]",[]
how much how windy in this area day after tomorrow?,WIND_SPEED,GET,RAW,"[""this area""]","[""day after tomorrow""]"
"Weather conditions in Kalalhalli and Bulgaria next month, which is better",CURRENT_CONDITIONS,COMPARE,RAW,"[""Kalalhalli"", ""Bulgaria""]","[""next month""]"
"which one should i pick tempreature, kiribera or assam india?",TEMPERATURE,COMPARE,RAW,"[""kiribera"", ""assam india""]",[]
Message me the weekly weather in Jagara from 4:30 AM to 8:30 AM,FORECAST,ALERT,RAW,"[""Jagara""]","[""4:30 AM to 8:30 AM""]"
how the soil wetnness leevel near by compare with karori?,SOIL_MOISTURE,COMPARE,RAW,"[""near by"", ""karori""]",[]
On average what is soil moisture 10cm in Umri,SOIL_MOISTURE,GET,AVG,"[""Umri""]",[]
Whats the min temperature looeing like this evening?,TEMPERATURE_MIN,GET,RAW,[],"[""this evening""]"
"Give air moisure Mamsha Patti, Buhanpur right now",HUMIDITY,GET,RAW,"[""Mamsha Patti, Buhanpur""]","[""right now""]"
contrast the dew temperature in my plot with mungaha tmrw,DEW_POINT,COMPARE,RAW,"[""my plot"", ""mungaha""]","[""tmrw""]"
"compare the wind force in kamdiha, mohanpur, jummahal pt ii and dhand, amer nxt week",WIND_SPEED,COMPARE,RAW,"[""kamdiha, mohanpur"", ""jummahal pt ii"", ""dhand, amer""]","[""nxt week""]"
"We might go Nayanagar or Patti Khurd, Uttarpradesh, how does the peak temperature compae",TEMPERATURE_MAX,COMPARE,RAW,"[""Nayanagar"", ""Patti Khurd, Uttarpradesh""]",[]
hours of sun details for bachi newar next month,SUNSHINE,GET,RAW,"[""bachi newar""]","[""next month""]"
Contrast the wind bearing nearby with Indloor,WIND_DIRECTION,COMPARE,RAW,"[""nearby"", ""Indloor""]",[]
Kasipur Balasore (Baleshwar) or Habaspur better solar exposure next weekend,SUNSHINE,COMPARE,RAW,"[""Kasipur Balasore (Baleshwar)"", ""Habaspur""]","[""next weekend""]"
Put a reminder for conditions right now in Ramarajupaelm on Friday,CURRENT_CONDITIONS,ALERT,RAW,"[""Ramarajupaelm""]","[""Friday""]"
"We might go to Pathakkpur or San Pedro at 4:45 PM, how does depwoint temperature comapre",DEW_POINT,COMPARE,RAW,"[""Pathakkpur"", ""San Pedro""]","[""4:45 PM""]"
I want to be told if the how cold turs bad in Adampur this weekend,TEMPERATURE,ALERT,RAW,"[""Adampur""]","[""this weekend""]"
Set an alart for vaatavaranam in Dwarikapur tonight,CURRENT_CONDITIONS,ALERT,RAW,"[""Dwarikapur""]","[""tonight""]"
"Which is cooler tonight, Syria or Hasanyarpurtihara Kalan??",TEMPERATURE,COMPARE,RAW,"[""Syria"", ""Hasanyarpurtihara Kalan""]","[""tonight""]"
Contrast the precipitation chance in Gokalyyawala between 10 am and 8:30 am to 12:30 PM,RAIN,COMPARE,RAW,"[""Gokalyyawala""]","[""10 am"", ""8:30 am to 12:30 PM""]"
How warm is the farm soil right now?,SOIL_TEMPERATURE,GET,RAW,[],"[""right now""]"
Tell diffrence hoitest tempeature Mahadih Narayanpur Khani Upperli Kangra at 10:06 am,TEMPERATURE_MAX,COMPARE,RAW,"[""Mahadih Narayanpur"", ""Khani Upperli Kangra""]","[""10:06 am""]"
"I am planning a trip to Pakaria Kalan for the next 3 days, what kind of wind velocity should i expect?",WIND_SPEED,GET,RAW,"[""Pakaria Kalan""]","[""next 3 days""]"
"How does the moisture in the soil in my fiedl compare with Ghiwari, Maharashtra tomorrow morning?",SOIL_MOISTURE,COMPARE,RAW,"[""my fiedl"", ""Ghiwari, Maharashtra""]","[""tomorrow morning""]"
Set an alart for dew point temp in Sarkuri during the sowing week,DEW_POINT,ALERT,RAW,"[""Sarkuri""]","[""sowing week""]"
remind to chekc the cloudiness in khamarpara tommorow,CLOUD_COVER,ALERT,RAW,"[""khamarpara""]","[""tommorow""]"
"between khabalu f v and khalina, jaleswar, where is the maximum stronger on wednesday?",TEMPERATURE_MAX,COMPARE,RAW,"[""khabalu f v"", ""khalina, jaleswar""]","[""wednesday""]"
Is any wnidy advisory issued for Hatale by 2 am?,WIND_SPEED,ALERT,RAW,"[""Hatale""]","[""2 am""]"
Is Kannur or Jhalon Ki Madar the safeer bet for soil moisture at 10 m later today,SOIL_MOISTURE,COMPARE,RAW,"[""Kannur"", ""Jhalon Ki Madar""]","[""later today""]"
need how cold for edabara,TEMPERATURE,GET,RAW,"[""edabara""]",[]
"Notifiy me about the outside conditions in Matihania Khurd, Kushinagar right now",CURRENT_CONDITIONS,ALERT,RAW,"[""Matihania Khurd, Kushinagar""]","[""right now""]"
"For Thiruvaniyoor Kunnattunad Ernakulam Kerala and Piapliya both, what is the upcoming weather?",FORECAST,COMPARE,RAW,"[""Thiruvaniyoor Kunnattunad Ernakulam Kerala"", ""Piapliya""]",[]
Flag the cloud density at my place tomorrow,CLOUD_COVER,ALERT,RAW,"[""my place""]","[""tomorrow""]"
"weathher forecast in algeria, khonhanpur and tarf tajwal jammu and kashmir by midnight",FORECAST,COMPARE,RAW,"[""algeria"", ""khonhanpur"", ""tarf tajwal jammu and kashmir""]","[""midnight""]"
put coldest temperature in my plot against gundaram tadwai at 2 pm,TEMPERATURE_MIN,COMPARE,RAW,"[""my plot"", ""gundaram tadwai""]","[""2 pm""]"
"Check the overnight low in Purnia, Bihar by 10 PM",TEMPERATURE_MIN,GET,RAW,"[""Purnia, Bihar""]","[""10 PM""]"
Contrast the conditions riht now in my farm with Botad,CURRENT_CONDITIONS,COMPARE,RAW,"[""my farm"", ""Botad""]",[]
"Can you check whether Sonamura will be bettur than Alinjikuppam, Pernambut for cuurrent conditions?",CURRENT_CONDITIONS,COMPARE,RAW,"[""Sonamura"", ""Alinjikuppam, Pernambut""]",[]
"Thinking of visiting Dhaunramal around 3:34 am, how is the moisture at 40cm there?",SOIL_MOISTURE,GET,RAW,"[""Dhaunramal""]","[""3:34 am""]"
Set an alert for os bindu in my farm around 3:34 am,DEW_POINT,ALERT,RAW,"[""my farm""]","[""3:34 am""]"
Whats the solar exposure looking like..,SUNSHINE,GET,RAW,[],[]
Is the wind velocity increasing in Mithwal Buzurg Siddharthnagar Uttarpradesh this weekend?,WIND_SPEED,GET,TREND,"[""Mithwal Buzurg Siddharthnagar Uttarpradesh""]","[""this weekend""]"
How does the precipitatiion amount in Kundra 1:30 pm compare to 10 AM to 11 am?,RAIN,COMPARE,RAW,"[""Kundra""]","[""1:30 pm"", ""10 AM to 11 am""]"
should i wrry about the solar exposure nebraska?,SUNSHINE,ALERT,RAW,"[""nebraska""]",[]
Compair the maximum temperature between Dhemdhema Pt.i and Shripur on Wednesday,TEMPERATURE_MAX,COMPARE,RAW,"[""Dhemdhema Pt.i"", ""Shripur""]","[""Wednesday""]"
"tell me if anything happens with the heat lvel in gundlakarthi, jayashankar bhupalapally early morning",TEMPERATURE,ALERT,RAW,"[""gundlakarthi, jayashankar bhupalapally""]","[""early morning""]"
Flag the humidity percentage next month,HUMIDITY,ALERT,RAW,[],"[""next month""]"
Is the tempreture in Majha Mahripur higher 10 AM to 11 pm or 1:09 AM?,TEMPERATURE,COMPARE,RAW,"[""Majha Mahripur""]","[""10 AM to 11 pm"", ""1:09 AM""]"
"how does the soil moisture at 40 m nearby copare with bamari, teonthar?",SOIL_MOISTURE,COMPARE,RAW,"[""nearby"", ""bamari, teonthar""]",[]
"How does the housr sunlight near me compare with Antari, Shahdol by 2 AM",SUNSHINE,COMPARE,RAW,"[""near me"", ""Antari, Shahdol""]","[""2 AM""]"
"Send alert wetuer in Abhirampur, South Twenty-Four Parganas this afternoon",CURRENT_CONDITIONS,ALERT,RAW,"[""Abhirampur, South Twenty-Four Parganas""]","[""this afternoon""]"
"Notifiy me about the due point in Gadbadia, Sheikhpura",DEW_POINT,ALERT,RAW,"[""Gadbadia, Sheikhpura""]",[]
wat is the rain amount in gokalyawala jaipur right now?,RAIN,GET,RAW,"[""gokalyawala jaipur""]","[""right now""]"
How is the air temperature in Dalapachan Kahsmahal during the sowing week,TEMPERATURE,GET,RAW,"[""Dalapachan Kahsmahal""]","[""sowing week""]"
"gadbadia, sheikepura dew temperature tonight",DEW_POINT,GET,RAW,"[""gadbadia, sheikepura""]","[""tonight""]"
"Warrn me about suny in Parbahal, Puruliya next week",SUNSHINE,ALERT,RAW,"[""Parbahal, Puruliya""]","[""next week""]"
"Regarding Hiwara, what is wind comes from by 1:48 PM",WIND_DIRECTION,GET,RAW,"[""Hiwara""]","[""1:48 PM""]"
"contrast the wind headong nearby with barauta, nawada on tuesday",WIND_DIRECTION,COMPARE,RAW,"[""nearby"", ""barauta, nawada""]","[""tuesday""]"
Lowest humidty in Mashaldaha right now,HUMIDITY,GET,MIN,"[""Mashaldaha""]","[""right now""]"
Warn me about the heat in my feild on Tuesday,TEMPERATURE,ALERT,RAW,"[""my feild""]","[""Tuesday""]"
"Is the air moistuer in Ama Tola, Ambagarh Chowki, Raj Nandgaon different 4 AM and 82 minutes?",HUMIDITY,COMPARE,RAW,"[""Ama Tola, Ambagarh Chowki, Raj Nandgaon""]","[""4 AM"", ""82 minutes""]"
Nayanagar versus Tilikara thonderstorm rn,RAIN,COMPARE,RAW,"[""Nayanagar"", ""Tilikara""]","[""rn""]"
What is the minimum temperature in Hyderabad on Friday?,TEMPERATURE_MIN,GET,RAW,"[""Hyderabad""]","[""Friday""]"
Kindy share the windy for Lad Bharol this weekend,WIND_SPEED,GET,RAW,"[""Lad Bharol""]","[""this weekend""]"
"Check the rh for both Sotunvalur and Motlapalle, Jayashankar Bhupalapally",HUMIDITY,COMPARE,RAW,"[""Sotunvalur"", ""Motlapalle, Jayashankar Bhupalapally""]",[]
Warn me about the bright sunshine in my farm from 4:30 AM to 8:30 AM,SUNSHINE,ALERT,RAW,"[""my farm""]","[""4:30 AM to 8:30 AM""]"
set an alart for wind speeed in rempi gajaati around 3:05 pm,WIND_SPEED,ALERT,RAW,"[""rempi gajaati""]","[""3:05 pm""]"
I want to be told if the direction wind turnns bad in Gospurnatara yesterday,WIND_DIRECTION,ALERT,RAW,"[""Gospurnatara""]","[""yesterday""]"
"I am deciding betwene Dhemdhema Pt.i Bilasipara Circle and Kulerbahali, Bolangir (Balangir), Odisha now - which has better earth temperature?",SOIL_TEMPERATURE,COMPARE,RAW,"[""Dhemdhema Pt.i Bilasipara Circle"", ""Kulerbahali, Bolangir (Balangir), Odisha""]","[""now""]"
"Which one shuld i pick for tempreture, Maslandapur or Parbahal, Puruliya",TEMPERATURE,COMPARE,RAW,"[""Maslandapur"", ""Parbahal, Puruliya""]",[]
Upcomiug forecast in my farm today pls,FORECAST,GET,RAW,"[""my farm""]","[""today""]"
Let me know if the mausam chanegs in Rajauri at 6 pm,CURRENT_CONDITIONS,ALERT,RAW,"[""Rajauri""]","[""6 pm""]"
Should i worry about the night temperature in Bulaki Tola Purbi Champaran,TEMPERATURE_MIN,ALERT,RAW,"[""Bulaki Tola Purbi Champaran""]",[]
plz Put the clud covr at my location agaist Bharmal Jattan Pathankot Punjab in the next 4 hours,CLOUD_COVER,COMPARE,RAW,"[""my location"", ""Bharmal Jattan Pathankot Punjab""]","[""next 4 hours""]"
"Huumid in Anandpur Jalalabad Shahjahanpur Uttarpradesh, Rudain Urf Manjhgawa and Ramban sir",HUMIDITY,COMPARE,RAW,"[""Anandpur Jalalabad Shahjahanpur Uttarpradesh"", ""Rudain Urf Manjhgawa"", ""Ramban""]",[]
"Notify me if it gets overcast in Bijaynagar, Ajmer on Friday",CLOUD_COVER,ALERT,RAW,"[""Bijaynagar, Ajmer""]","[""Friday""]"
"how does the sunshine zinner, wsahi 1 am to 8 am cmoapre to 1:30 am to 4 pm?",SUNSHINE,COMPARE,RAW,"[""zinner, wsahi""]","[""1 am to 8 am"", ""1:30 am to 4 pm""]"
What kind of probability of rain shoeld i expect Tadwai 2day?,RAIN,GET,RAW,"[""Tadwai""]","[""2day""]"
Send alert weather report in Kawalpura early morning,FORECAST,ALERT,RAW,"[""Kawalpura""]","[""early morning""]"
"What's the soil wetness in Babhulkheda, Kanad, Aurangabad?",SOIL_MOISTURE,GET,RAW,"[""Babhulkheda, Kanad, Aurangabad""]",[]
Compare the weather conditions around my area with Dhobahi tomorrow morning,CURRENT_CONDITIONS,COMPARE,RAW,"[""my area"", ""Dhobahi""]","[""tomorrow morning""]"
Can you tell me the wind bloows from in Khbpura tomorow?,WIND_DIRECTION,GET,RAW,"[""Khbpura""]","[""tomorow""]"
"when does the wind bearg rise in daramli, idar, sabar kantha?",WIND_DIRECTION,GET,TREND,"[""daramli, idar, sabar kantha""]",[]
Keep me possted on the wind strength in Budhanwaua next weekend,WIND_SPEED,ALERT,RAW,"[""Budhanwaua""]","[""next weekend""]"
Dewpoint alert Damodarpur tomorrow,DEW_POINT,ALERT,RAW,"[""Damodarpur""]","[""tomorrow""]"
how does the wind rate in my field compare with khudra dingdingi day after tomorow?,WIND_SPEED,COMPARE,RAW,"[""my field"", ""khudra dingdingi""]","[""day after tomorow""]"
Tell me the humidity percentage in this area this week,HUMIDITY,GET,RAW,"[""this area""]","[""this week""]"
"Thinking of visiting Khonhapur, how is the soil tempreture three pls",SOIL_TEMPERATURE,GET,RAW,"[""Khonhapur""]",[]
Is the cloudy increasing in Tarya Lachhiram,CLOUD_COVER,GET,TREND,"[""Tarya Lachhiram""]",[]
When is the lowats temp highest in Gundlakarthi by 12:05 PM?,TEMPERATURE_MIN,GET,MAX,"[""Gundlakarthi""]","[""12:05 PM""]"
Show cloudiness for Hyderabad tomorrow morning,CLOUD_COVER,GET,RAW,"[""Hyderabad""]","[""tomorrow morning""]"
Want to know cloud percentage Madani,CLOUD_COVER,GET,RAW,"[""Madani""]",[]
Contrast the weather in Ghusrum with Rupaspur for the next 7 days??,CURRENT_CONDITIONS,COMPARE,RAW,"[""Ghusrum"", ""Rupaspur""]","[""next 7 days""]"
"Compare bright sunshine in Barwala, Gujarat vs Sijaipur tomorow",SUNSHINE,COMPARE,RAW,"[""Barwala, Gujarat"", ""Sijaipur""]","[""tomorow""]"
Give me a heads up about the day high in Konardihi tomorrow morning,TEMPERATURE_MAX,ALERT,RAW,"[""Konardihi""]","[""tomorrow morning""]"
Update me on the forecaste nearby,FORECAST,GET,RAW,"[""nearby""]",[]
Check highest temp Mashaldaaha?,TEMPERATURE_MAX,GET,RAW,"[""Mashaldaaha""]",[]
Put humidty at my place against Baggamdhoravalasa Vizianagaram this afternoon,HUMIDITY,COMPARE,RAW,"[""my place"", ""Baggamdhoravalasa Vizianagaram""]","[""this afternoon""]"
Warn me about the wheather from 9 AM to 11 AM,CURRENT_CONDITIONS,ALERT,RAW,[],"[""9 AM to 11 AM""]"
"Watch the temperature of soil for me in Kulerbahali, Bolangir (Balangir), Odisha by 4 am",SOIL_TEMPERATURE,ALERT,RAW,"[""Kulerbahali, Bolangir (Balangir), Odisha""]","[""4 am""]"
"I want to be told if the max tempreture turns bad in Hatale, Jalgaon, Maharashtra on Friday",TEMPERATURE_MAX,ALERT,RAW,"[""Hatale, Jalgaon, Maharashtra""]","[""Friday""]"
Wayanad wind speed foercst 1:48 PM vs tomorrow evening,WIND_SPEED,COMPARE,RAW,"[""Wayanad""]","[""1:48 PM"", ""tomorrow evening""]"
"send alert sun duratiion in pathrkunwa, sonbhadra yesterday pls",SUNSHINE,ALERT,RAW,"[""pathrkunwa, sonbhadra""]","[""yesterday""]"
Alert if the temperature crosses 40 degees in Panbari F.v. during the sowing week,TEMPERATURE,ALERT,RAW,"[""Panbari F.v.""]","[""sowing week""]"
Ping me aout the soil temperature at 10cm around 10:45 PM,SOIL_TEMPERATURE,ALERT,RAW,[],"[""10:45 PM""]"
"Huors of sun Rajauri vs Antari, Shahdol tomorrow morning",SUNSHINE,COMPARE,RAW,"[""Rajauri"", ""Antari, Shahdol""]","[""tomorrow morning""]"
"I want to be told if the soil moisture turns bad in Sadra, Gujarat this morning",SOIL_MOISTURE,ALERT,RAW,"[""Sadra, Gujarat""]","[""this morning""]"
Is ground heat in Agaram highr this afternoon or 7:30 AM?,SOIL_TEMPERATURE,COMPARE,RAW,"[""Agaram""]","[""this afternoon"", ""7:30 AM""]"
Contrasst the forecaste in my villaeg with Nao Para kindly,FORECAST,COMPARE,RAW,"[""my villaeg"", ""Nao Para""]",[]
I want to know if the wind focre in Moltha is fine,WIND_SPEED,GET,RAW,"[""Moltha""]",[]
"Set an alert for weather sitution in Voyalanallur, Tiruvallur tomorow bro",CURRENT_CONDITIONS,ALERT,RAW,"[""Voyalanallur, Tiruvallur""]","[""tomorow""]"
"We might go to Badadunguripali, Bolangir (Balangir) or South West Garo Hills on Sunday, how does the long range frecast compare",FORECAST,COMPARE,RAW,"[""Badadunguripali, Bolangir (Balangir)"", ""South West Garo Hills""]","[""Sunday""]"
Plz alert wind intensity Chaaradih,WIND_SPEED,ALERT,RAW,"[""Chaaradih""]",[]
"Remind me to check the climate right now in Ghusrum, Toenthar now",CURRENT_CONDITIONS,ALERT,RAW,"[""Ghusrum, Toenthar""]","[""now""]"
badal in neemba on tuesday,CLOUD_COVER,GET,RAW,"[""neemba""]","[""tuesday""]"
"We might go to Bhamni Kalan or Sankar Saraiya, how does the rain compare?",RAIN,COMPARE,RAW,"[""Bhamni Kalan"", ""Sankar Saraiya""]",[]
Compare the degrees in Hardwa Ka Khera betwen this week and 90 minutes,TEMPERATURE,COMPARE,RAW,"[""Hardwa Ka Khera""]","[""this week"", ""90 minutes""]"
is there any temp warning tomorrow evening?,TEMPERATURE,ALERT,RAW,[],"[""tomorrow evening""]"
Give me a heads up about the wind rate in Tenkasi around 7:30 AM,WIND_SPEED,ALERT,RAW,"[""Tenkasi""]","[""7:30 AM""]"
when is the daytime temperature higehst in jamdahara right now?,TEMPERATURE_MAX,GET,MAX,"[""jamdahara""]","[""right now""]"
Highest wind flow directin in Kuwait tomorrow,WIND_DIRECTION,GET,MAX,"[""Kuwait""]","[""tomorrow""]"
Paschim Ramchandrapur North Twenty-Four Parganaas West Bengal versus Ranga vaatavaranam this week,CURRENT_CONDITIONS,COMPARE,RAW,"[""Paschim Ramchandrapur North Twenty-Four Parganaas West Bengal"", ""Ranga""]","[""this week""]"
"ganga param, bihar verses tipamia dighalia, dibrugarh, asam earth temperature tmrw?",SOIL_TEMPERATURE,COMPARE,RAW,"[""ganga param, bihar"", ""tipamia dighalia, dibrugarh, asam""]","[""tmrw""]"
"Qucik question, what is the mausam around Habaspur, Danapur?",CURRENT_CONDITIONS,GET,RAW,"[""Habaspur, Danapur""]",[]
Is there enough sunlight in Chick-angrolli on Sunday?,SUNSHINE,GET,RAW,"[""Chick-angrolli""]","[""Sunday""]"
Need moistre level for Vadi 2day,HUMIDITY,GET,RAW,"[""Vadi""]","[""2day""]"
"Wats the soil moisture at 10 m like over in Manuddinpur, Azamgarh on Friday",SOIL_MOISTURE,GET,RAW,"[""Manuddinpur, Azamgarh""]","[""Friday""]"
whats the rain like over in chinnaramannagaripalle this afternoon?,RAIN,GET,RAW,"[""chinnaramannagaripalle""]","[""this afternoon""]"
set an alert upcoming forecast,FORECAST,ALERT,RAW,[],[]
I want to know the gusts Gothani yesterday,WIND_SPEED,GET,RAW,"[""Gothani""]","[""yesterday""]"
Bisrampur Pashchimi Champaran v/s Gali Bhimavaram Vishakhapatnam max tempretue this weekend,TEMPERATURE_MAX,COMPARE,RAW,"[""Bisrampur Pashchimi Champaran"", ""Gali Bhimavaram Vishakhapatnam""]","[""this weekend""]"
"In 60 minutes, compare the minimum temprature in Chhapia Khas Mordana R.f.",TEMPERATURE_MIN,COMPARE,RAW,"[""Chhapia Khas"", ""Mordana R.f.""]","[""60 minutes""]"
Is there any sunlite warning at my loation,SUNSHINE,ALERT,RAW,"[""my loation""]",[]
"I am planning a trip to Senduas by midnight, what kind of soil moistur should i expect?",SOIL_MOISTURE,GET,RAW,"[""Senduas""]","[""midnight""]"
Can you check whether Pura will be beter than West Godavari Andhra Padesh for wind direction around 7 PM?,WIND_DIRECTION,COMPARE,RAW,"[""Pura"", ""West Godavari Andhra Padesh""]","[""7 PM""]"
what is the wind gusts in u.nemoli at 1:09 am?,WIND_SPEED,GET,RAW,"[""u.nemoli""]","[""1:09 am""]"
wat is sunshien by 10 pm,SUNSHINE,GET,RAW,[],"[""10 pm""]"
What is the moitsure at 40cm on Wednesday in Barhaita?,SOIL_MOISTURE,GET,RAW,"[""Barhaita""]","[""Wednesday""]"
"Can you keep an eye on the actual temperature in Rudraprayag, Uttarakhand on Sunday?",TEMPERATURE,ALERT,RAW,"[""Rudraprayag, Uttarakhand""]","[""Sunday""]"
"snlight hurs in maqsudpur, chatarala and ganga param, bihar by 3:45 am",SUNSHINE,COMPARE,RAW,"[""maqsudpur"", ""chatarala"", ""ganga param, bihar""]","[""3:45 am""]"
"Which is better for upcoming forecast, Kalyan or Mayur Vihar?",FORECAST,COMPARE,RAW,"[""Kalyan"", ""Mayur Vihar""]",[]
"Tel me the ground heat for Manikpara, Uttar Dinajpur, West Bengal next week",SOIL_TEMPERATURE,GET,RAW,"[""Manikpara, Uttar Dinajpur, West Bengal""]","[""next week""]"
Can you check whther Titwa will be cooler than Chakarajuvemula for soil moisture at 10 m,SOIL_MOISTURE,COMPARE,RAW,"[""Titwa"", ""Chakarajuvemula""]",[]
"contraot the cloud covr france with kungayi, siddharthnagar today",CLOUD_COVER,COMPARE,RAW,"[""france"", ""kungayi, siddharthnagar""]","[""today""]"
asap Show me the highest temperature in Colorado for the next 3 days,TEMPERATURE_MAX,GET,RAW,"[""Colorado""]","[""next 3 days""]"
quickly Show me the temperature of soil for Vyas Kheri and Nangla on Saturday,SOIL_TEMPERATURE,COMPARE,RAW,"[""Vyas Kheri"", ""Nangla""]","[""Saturday""]"
temperature meghalaya or kubai kata gaon,TEMPERATURE,COMPARE,RAW,"[""meghalaya"", ""kubai kata gaon""]",[]
Any warnings about air moisture in Kothur Tiruppattur at 11:30 AM?,HUMIDITY,ALERT,RAW,"[""Kothur Tiruppattur""]","[""11:30 AM""]"
"How does the wether Thliwala Jattan compare with Alinjikuppam, Pernambut at 1:09 AM?",CURRENT_CONDITIONS,COMPARE,RAW,"[""Thliwala Jattan"", ""Alinjikuppam, Pernambut""]","[""1:09 AM""]"
Whats the minimum lokoing like around 4:15 PM plz,TEMPERATURE_MIN,GET,RAW,[],"[""4:15 PM""]"
Moisture in feld around 10 pm,SOIL_MOISTURE,GET,RAW,[],"[""10 pm""]"
How humid dtails for Chhatisgarh during the sowing week,HUMIDITY,GET,RAW,"[""Chhatisgarh""]","[""sowing week""]"
strongest dewpoit in babhulkheda by 1 pm,DEW_POINT,GET,MAX,"[""babhulkheda""]","[""1 pm""]"
Raise an alarm if the wind flow direction looks bad in Hatikaali this weekend,WIND_DIRECTION,ALERT,RAW,"[""Hatikaali""]","[""this weekend""]"
Ping me about the nigthtime low in Khalina by 1 pm,TEMPERATURE_MIN,ALERT,RAW,"[""Khalina""]","[""1 pm""]"
Is there any highest temp warning now urgent,TEMPERATURE_MAX,ALERT,RAW,[],"[""now""]"
this morning weeather outlook figures in my village,FORECAST,GET,RAW,"[""my village""]","[""this morning""]"
"wich has more current temp malhipur or ichhapur, odisha by 7:20 am",TEMPERATURE,COMPARE,RAW,"[""malhipur"", ""ichhapur, odisha""]","[""7:20 am""]"
"Day after tomorrow, compare the maximum temperature in Hisael, Dhule and Dwarahat Almora",TEMPERATURE_MAX,COMPARE,RAW,"[""Hisael, Dhule"", ""Dwarahat Almora""]","[""Day after tomorrow""]"
check cilmate right now,CURRENT_CONDITIONS,GET,RAW,[],[]
Put a reminder for low temp in Maurabandhi East Singhbhum tomorow,TEMPERATURE_MIN,ALERT,RAW,"[""Maurabandhi East Singhbhum""]","[""tomorow""]"
